attempted_iteration,successful_optimizer_steps,processed_kimg,loss,grad_scale,step_skipped,schedule,stage,next_loop_cur_tick,loss_ema,loss_reference,correction,signal_updates,adaptive_active,r_over_t_mean,gap_mean,seconds,peak_vram_mib
51,42,6.528000,28.64554071,128,false,adaptive_v1,0,1,26.1231693758,16.2829611748,-0.0220190511597,13,1,0.964234757423,0.0357652425765,49.652209,2564.327424
52,43,6.656000,32.01840425,128,false,adaptive_v1,0,1,26.1231693758,16.2829611748,-0.0220190511597,13,1,0.962916375103,0.0370836248967,50.429990,2564.327424
53,44,6.784000,32.41251349,128,false,adaptive_v1,0,1,26.1231693758,16.2829611748,-0.0220190511597,13,1,0.963063942379,0.0369360576211,51.205485,2564.327424
54,45,6.912000,30.86451077,128,false,adaptive_v1,0,1,26.1231693758,16.2829611748,-0.0220190511597,13,1,0.963480031686,0.0365199683142,51.978655,2564.327424
55,46,7.040000,30.61851859,128,false,adaptive_v1,0,1,26.6587011159,16.2829611748,-0.0228295682831,14,1,0.963496252976,0.0365037470244,52.752284,2564.327424
56,47,7.168000,32.33342123,128,false,adaptive_v1,0,1,26.6587011159,16.2829611748,-0.0228295682831,14,1,0.96214436016,0.0378556398405,53.530117,2564.327424
57,48,7.296000,30.96443009,128,false,adaptive_v1,0,1,26.6587011159,16.2829611748,-0.0228295682831,14,1,0.962540630585,0.0374593694151,54.336924,2564.327424
58,49,7.424000,26.79706669,128,false,adaptive_v1,0,1,26.6587011159,16.2829611748,-0.0228295682831,14,1,0.963401300893,0.0365986991069,55.210492,2564.327424
59,50,7.552000,26.06804991,128,false,adaptive_v1,0,1,26.8969052023,16.2829611748,-0.0231801906353,15,1,0.96381711209,0.0361828879105,56.045901,2564.327424
60,51,7.680000,29.61902452,128,false,adaptive_v1,0,1,26.8969052023,16.2829611748,-0.0231801906353,15,1,0.96240431584,0.0375956841604,56.876308,2564.327424
61,52,7.808000,30.16986012,128,false,adaptive_v1,0,1,26.8969052023,16.2829611748,-0.0231801906353,15,1,0.96218377333,0.0378162266704,57.795634,2564.327424
62,53,7.936000,30.85491824,128,false,adaptive_v1,0,1,26.8969052023,16.2829611748,-0.0231801906353,15,1,0.96202788471,0.0379721152898,58.710358,2564.327424
63,54,8.064000,28.88860631,128,false,adaptive_v1,0,1,27.1955249118,16.2829611748,-0.0236113726852,16,1,0.962914325658,0.0370856743422,59.621156,2564.327424
64,55,8.192000,31.53009677,128,false,adaptive_v1,0,1,27.1955249118,16.2829611748,-0.0236113726852,16,1,0.961394790338,0.0386052096623,60.510030,2564.327424
65,56,8.320000,28.66877151,128,false,adaptive_v1,0,1,27.1955249118,16.2829611748,-0.0236113726852,16,1,0.962140444779,0.0378595552209,61.399802,2564.327424
66,57,8.448000,28.55705643,128,false,adaptive_v1,0,1,27.1955249118,16.2829611748,-0.0236113726852,16,1,0.962183609184,0.0378163908156,62.315977,2564.327424
67,58,8.576000,28.60615325,128,false,adaptive_v1,0,1,27.4100243694,16.2829611748,-0.0239154585342,17,1,0.962256723581,0.0377432764189,63.205778,2564.327424
68,59,8.704000,26.84595823,128,false,adaptive_v1,0,1,27.4100243694,16.2829611748,-0.0239154585342,17,1,0.962529665175,0.0374703348247,64.112418,2564.327424
69,60,8.832000,28.50615740,128,false,adaptive_v1,0,1,27.4100243694,16.2829611748,-0.0239154585342,17,1,0.961929663039,0.0380703369609,65.019681,2564.327424
70,61,8.960000,30.14201546,128,false,adaptive_v1,0,1,27.4100243694,16.2829611748,-0.0239154585342,17,1,0.961562879466,0.0384371205338,65.902389,2564.327424
71,62,9.088000,26.40260959,128,false,adaptive_v1,0,1,27.4664404494,16.2829611748,-0.0239946663239,18,1,0.96229196933,0.0377080306698,66.691573,2564.327424
72,63,9.216000,31.66310382,128,false,adaptive_v1,0,1,27.4664404494,16.2829611748,-0.0239946663239,18,1,0.961010602432,0.038989397568,67.434232,2564.327424
73,64,9.344000,25.94770336,128,false,adaptive_v1,0,1,27.4664404494,16.2829611748,-0.0239946663239,18,1,0.962455481954,0.0375445180458,68.204062,2564.327424
74,65,9.472000,28.92386389,128,false,adaptive_v1,0,1,27.4664404494,16.2829611748,-0.0239946663239,18,1,0.961857192277,0.0381428077229,68.952011,2564.327424
75,66,9.600000,31.81543732,128,false,adaptive_v1,0,1,27.6785491141,16.2829611748,-0.0242896299424,19,1,0.96128864664,0.0387113533597,69.687726,2564.327424
76,67,9.728000,29.64812875,128,false,adaptive_v1,0,1,27.6785491141,16.2829611748,-0.0242896299424,19,1,0.961065125942,0.0389348740582,70.443482,2564.327424
77,68,9.856000,31.84981942,128,false,adaptive_v1,0,1,27.6785491141,16.2829611748,-0.0242896299424,19,1,0.960594437564,0.039405562436,71.213383,2564.327424
